
Number of training patterns: 800

Initial weights : w5 =   9.5799 w4 =   6.6507 w3 =   2.8357 w2 =   6.3874 w1 =   5.6378 w0 =   5.2085 
Training weights: w5 =   0.0066 w4 =   0.0256 w3 =   0.0038 w2 =   0.0024 w1 =   0.0077 w0 =  -0.3685 Iteration 3432: Error Rate = 7.25%
Training weights: w5 =   0.0083 w4 =   0.0240 w3 =   0.0033 w2 =   0.0028 w1 =   0.0081 w0 =  -0.3686 Iteration 3433: Error Rate = 2.62%
Training weights: w5 =   0.0080 w4 =   0.0248 w3 =   0.0044 w2 =   0.0026 w1 =   0.0094 w0 =  -0.3686 Iteration 3434: Error Rate = 5.50%
Training weights: w5 =   0.0087 w4 =   0.0255 w3 =   0.0050 w2 =   0.0028 w1 =   0.0086 w0 =  -0.3686 Iteration 3435: Error Rate = 3.50%
Training weights: w5 =   0.0085 w4 =   0.0255 w3 =   0.0035 w2 =   0.0030 w1 =   0.0082 w0 =  -0.3687 Iteration 3436: Error Rate = 4.62%
Training weights: w5 =   0.0090 w4 =   0.0251 w3 =   0.0032 w2 =   0.0041 w1 =   0.0075 w0 =  -0.3688 Iteration 3437: Error Rate = 4.12%
Training weights: w5 =   0.0085 w4 =   0.0251 w3 =   0.0031 w2 =   0.0031 w1 =   0.0082 w0 =  -0.3689 Iteration 3438: Error Rate = 5.12%
Training weights: w5 =   0.0086 w4 =   0.0253 w3 =   0.0036 w2 =   0.0035 w1 =   0.0084 w0 =  -0.3689 Iteration 3439: Error Rate = 2.00%
Training weights: w5 =   0.0095 w4 =   0.0256 w3 =   0.0044 w2 =   0.0045 w1 =   0.0080 w0 =  -0.3689 Iteration 3440: Error Rate = 4.00%
Training weights: w5 =   0.0080 w4 =   0.0258 w3 =   0.0043 w2 =   0.0040 w1 =   0.0081 w0 =  -0.3690 Iteration 3441: Error Rate = 5.38%
Training weights: w5 =   0.0075 w4 =   0.0241 w3 =   0.0044 w2 =   0.0027 w1 =   0.0094 w0 =  -0.3692 Iteration 3442: Error Rate = 5.25%
Training weights: w5 =   0.0082 w4 =   0.0241 w3 =   0.0050 w2 =   0.0048 w1 =   0.0091 w0 =  -0.3692 Iteration 3443: Error Rate = 2.75%
Training weights: w5 =   0.0088 w4 =   0.0244 w3 =   0.0038 w2 =   0.0042 w1 =   0.0075 w0 =  -0.3693 Iteration 3444: Error Rate = 5.62%
Training weights: w5 =   0.0080 w4 =   0.0251 w3 =   0.0048 w2 =   0.0041 w1 =   0.0081 w0 =  -0.3693 Iteration 3445: Error Rate = 3.25%
Training weights: w5 =   0.0078 w4 =   0.0247 w3 =   0.0043 w2 =   0.0037 w1 =   0.0081 w0 =  -0.3694 Iteration 3446: Error Rate = 3.88%
Training weights: w5 =   0.0071 w4 =   0.0258 w3 =   0.0048 w2 =   0.0038 w1 =   0.0085 w0 =  -0.3694 Iteration 3447: Error Rate = 5.25%
Training weights: w5 =   0.0087 w4 =   0.0253 w3 =   0.0045 w2 =   0.0038 w1 =   0.0075 w0 =  -0.3695 Iteration 3448: Error Rate = 5.38%
Training weights: w5 =   0.0079 w4 =   0.0233 w3 =   0.0036 w2 =   0.0035 w1 =   0.0080 w0 =  -0.3697 Iteration 3449: Error Rate = 4.25%
Training weights: w5 =   0.0092 w4 =   0.0239 w3 =   0.0039 w2 =   0.0030 w1 =   0.0092 w0 =  -0.3697 Iteration 3450: Error Rate = 6.00%
Training weights: w5 =   0.0081 w4 =   0.0250 w3 =   0.0042 w2 =   0.0034 w1 =   0.0083 w0 =  -0.3697 Iteration 3451: Error Rate = 2.25%
Training weights: w5 =   0.0092 w4 =   0.0250 w3 =   0.0041 w2 =   0.0032 w1 =   0.0079 w0 =  -0.3697 Iteration 3452: Error Rate = 1.50%
Training weights: w5 =   0.0090 w4 =   0.0254 w3 =   0.0049 w2 =   0.0032 w1 =   0.0079 w0 =  -0.3697 Iteration 3453: Error Rate = 2.50%
Training weights: w5 =   0.0088 w4 =   0.0250 w3 =   0.0039 w2 =   0.0034 w1 =   0.0082 w0 =  -0.3698 Iteration 3454: Error Rate = 4.38%
Training weights: w5 =   0.0085 w4 =   0.0244 w3 =   0.0039 w2 =   0.0024 w1 =   0.0071 w0 =  -0.3699 Iteration 3455: Error Rate = 1.12%
Training weights: w5 =   0.0080 w4 =   0.0253 w3 =   0.0032 w2 =   0.0024 w1 =   0.0088 w0 =  -0.3699 Iteration 3456: Error Rate = 5.25%
Training weights: w5 =   0.0083 w4 =   0.0250 w3 =   0.0035 w2 =   0.0034 w1 =   0.0078 w0 =  -0.3700 Iteration 3457: Error Rate = 5.12%
Training weights: w5 =   0.0085 w4 =   0.0252 w3 =   0.0045 w2 =   0.0036 w1 =   0.0078 w0 =  -0.3700 Iteration 3458: Error Rate = 2.50%
Training weights: w5 =   0.0074 w4 =   0.0257 w3 =   0.0042 w2 =   0.0036 w1 =   0.0082 w0 =  -0.3700 Iteration 3459: Error Rate = 1.75%
Training weights: w5 =   0.0090 w4 =   0.0250 w3 =   0.0029 w2 =   0.0036 w1 =   0.0086 w0 =  -0.3701 Iteration 3460: Error Rate = 5.12%
Training weights: w5 =   0.0071 w4 =   0.0254 w3 =   0.0028 w2 =   0.0026 w1 =   0.0081 w0 =  -0.3702 Iteration 3461: Error Rate = 3.38%
Training weights: w5 =   0.0082 w4 =   0.0251 w3 =   0.0049 w2 =   0.0030 w1 =   0.0083 w0 =  -0.3702 Iteration 3462: Error Rate = 3.50%
Training weights: w5 =   0.0081 w4 =   0.0255 w3 =   0.0040 w2 =   0.0035 w1 =   0.0083 w0 =  -0.3702 Iteration 3463: Error Rate = 1.00%
Training weights: w5 =   0.0081 w4 =   0.0261 w3 =   0.0034 w2 =   0.0038 w1 =   0.0082 w0 =  -0.3702 Iteration 3464: Error Rate = 2.50%
Training weights: w5 =   0.0078 w4 =   0.0255 w3 =   0.0033 w2 =   0.0035 w1 =   0.0074 w0 =  -0.3703 Iteration 3465: Error Rate = 2.88%
Training weights: w5 =   0.0076 w4 =   0.0251 w3 =   0.0033 w2 =   0.0032 w1 =   0.0078 w0 =  -0.3704 Iteration 3466: Error Rate = 5.88%
Training weights: w5 =   0.0077 w4 =   0.0258 w3 =   0.0039 w2 =   0.0035 w1 =   0.0081 w0 =  -0.3704 Iteration 3467: Error Rate = 3.75%
Training weights: w5 =   0.0086 w4 =   0.0257 w3 =   0.0041 w2 =   0.0034 w1 =   0.0079 w0 =  -0.3704 Iteration 3468: Error Rate = 1.25%
Training weights: w5 =   0.0090 w4 =   0.0253 w3 =   0.0041 w2 =   0.0036 w1 =   0.0075 w0 =  -0.3705 Iteration 3469: Error Rate = 5.12%
Training weights: w5 =   0.0091 w4 =   0.0260 w3 =   0.0030 w2 =   0.0035 w1 =   0.0084 w0 =  -0.3705 Iteration 3470: Error Rate = 4.00%
Training weights: w5 =   0.0085 w4 =   0.0258 w3 =   0.0037 w2 =   0.0028 w1 =   0.0082 w0 =  -0.3706 Iteration 3471: Error Rate = 4.62%
Training weights: w5 =   0.0092 w4 =   0.0249 w3 =   0.0044 w2 =   0.0021 w1 =   0.0076 w0 =  -0.3707 Iteration 3472: Error Rate = 3.12%
Training weights: w5 =   0.0076 w4 =   0.0245 w3 =   0.0039 w2 =   0.0029 w1 =   0.0088 w0 =  -0.3708 Iteration 3473: Error Rate = 4.12%
Training weights: w5 =   0.0074 w4 =   0.0253 w3 =   0.0055 w2 =   0.0030 w1 =   0.0083 w0 =  -0.3708 Iteration 3474: Error Rate = 4.00%
Training weights: w5 =   0.0072 w4 =   0.0258 w3 =   0.0048 w2 =   0.0032 w1 =   0.0067 w0 =  -0.3709 Iteration 3475: Error Rate = 5.12%
Training weights: w5 =   0.0075 w4 =   0.0259 w3 =   0.0044 w2 =   0.0032 w1 =   0.0084 w0 =  -0.3709 Iteration 3476: Error Rate = 3.50%
Training weights: w5 =   0.0083 w4 =   0.0263 w3 =   0.0037 w2 =   0.0014 w1 =   0.0079 w0 =  -0.3710 Iteration 3477: Error Rate = 6.12%
Training weights: w5 =   0.0089 w4 =   0.0265 w3 =   0.0036 w2 =   0.0016 w1 =   0.0092 w0 =  -0.3710 Iteration 3478: Error Rate = 4.50%
Training weights: w5 =   0.0091 w4 =   0.0263 w3 =   0.0034 w2 =   0.0012 w1 =   0.0075 w0 =  -0.3711 Iteration 3479: Error Rate = 3.38%
Training weights: w5 =   0.0102 w4 =   0.0268 w3 =   0.0037 w2 =   0.0020 w1 =   0.0075 w0 =  -0.3711 Iteration 3480: Error Rate = 4.75%
Training weights: w5 =   0.0087 w4 =   0.0253 w3 =   0.0043 w2 =   0.0016 w1 =   0.0084 w0 =  -0.3713 Iteration 3481: Error Rate = 5.25%
Training weights: w5 =   0.0088 w4 =   0.0249 w3 =   0.0045 w2 =   0.0025 w1 =   0.0078 w0 =  -0.3714 Iteration 3482: Error Rate = 4.62%
Training weights: w5 =   0.0079 w4 =   0.0257 w3 =   0.0038 w2 =   0.0033 w1 =   0.0086 w0 =  -0.3714 Iteration 3483: Error Rate = 3.75%
Training weights: w5 =   0.0092 w4 =   0.0254 w3 =   0.0039 w2 =   0.0022 w1 =   0.0076 w0 =  -0.3715 Iteration 3484: Error Rate = 4.62%
Training weights: w5 =   0.0098 w4 =   0.0258 w3 =   0.0037 w2 =   0.0025 w1 =   0.0091 w0 =  -0.3715 Iteration 3485: Error Rate = 5.00%
Training weights: w5 =   0.0086 w4 =   0.0255 w3 =   0.0031 w2 =   0.0024 w1 =   0.0071 w0 =  -0.3717 Iteration 3486: Error Rate = 6.75%
Training weights: w5 =   0.0084 w4 =   0.0248 w3 =   0.0032 w2 =   0.0027 w1 =   0.0073 w0 =  -0.3718 Iteration 3487: Error Rate = 3.38%
Training weights: w5 =   0.0084 w4 =   0.0251 w3 =   0.0044 w2 =   0.0033 w1 =   0.0085 w0 =  -0.3718 Iteration 3488: Error Rate = 4.25%
Training weights: w5 =   0.0087 w4 =   0.0253 w3 =   0.0046 w2 =   0.0037 w1 =   0.0083 w0 =  -0.3718 Iteration 3489: Error Rate = 1.75%
Training weights: w5 =   0.0085 w4 =   0.0250 w3 =   0.0041 w2 =   0.0039 w1 =   0.0079 w0 =  -0.3719 Iteration 3490: Error Rate = 3.62%
Training weights: w5 =   0.0089 w4 =   0.0249 w3 =   0.0033 w2 =   0.0041 w1 =   0.0086 w0 =  -0.3719 Iteration 3491: Error Rate = 0.75%
Training weights: w5 =   0.0080 w4 =   0.0259 w3 =   0.0041 w2 =   0.0035 w1 =   0.0080 w0 =  -0.3719 Iteration 3492: Error Rate = 3.00%
Training weights: w5 =   0.0084 w4 =   0.0250 w3 =   0.0047 w2 =   0.0033 w1 =   0.0081 w0 =  -0.3720 Iteration 3493: Error Rate = 3.62%
Training weights: w5 =   0.0083 w4 =   0.0248 w3 =   0.0051 w2 =   0.0041 w1 =   0.0071 w0 =  -0.3721 Iteration 3494: Error Rate = 4.62%
Training weights: w5 =   0.0076 w4 =   0.0247 w3 =   0.0032 w2 =   0.0030 w1 =   0.0085 w0 =  -0.3722 Iteration 3495: Error Rate = 4.38%
Training weights: w5 =   0.0080 w4 =   0.0265 w3 =   0.0051 w2 =   0.0022 w1 =   0.0075 w0 =  -0.3722 Iteration 3496: Error Rate = 6.25%
Training weights: w5 =   0.0090 w4 =   0.0254 w3 =   0.0044 w2 =   0.0031 w1 =   0.0077 w0 =  -0.3723 Iteration 3497: Error Rate = 3.88%
Training weights: w5 =   0.0077 w4 =   0.0260 w3 =   0.0042 w2 =   0.0028 w1 =   0.0095 w0 =  -0.3723 Iteration 3498: Error Rate = 2.75%
Training weights: w5 =   0.0092 w4 =   0.0255 w3 =   0.0052 w2 =   0.0025 w1 =   0.0081 w0 =  -0.3724 Iteration 3499: Error Rate = 5.38%
Training weights: w5 =   0.0091 w4 =   0.0255 w3 =   0.0047 w2 =   0.0035 w1 =   0.0077 w0 =  -0.3725 Iteration 3500: Error Rate = 6.38%
Training weights: w5 =   0.0082 w4 =   0.0258 w3 =   0.0055 w2 =   0.0037 w1 =   0.0092 w0 =  -0.3725 Iteration 3501: Error Rate = 4.00%
Training weights: w5 =   0.0087 w4 =   0.0244 w3 =   0.0049 w2 =   0.0033 w1 =   0.0083 w0 =  -0.3727 Iteration 3502: Error Rate = 5.25%
Training weights: w5 =   0.0093 w4 =   0.0249 w3 =   0.0048 w2 =   0.0038 w1 =   0.0080 w0 =  -0.3727 Iteration 3503: Error Rate = 3.25%
Training weights: w5 =   0.0081 w4 =   0.0252 w3 =   0.0036 w2 =   0.0041 w1 =   0.0075 w0 =  -0.3728 Iteration 3504: Error Rate = 4.62%
Training weights: w5 =   0.0088 w4 =   0.0253 w3 =   0.0033 w2 =   0.0048 w1 =   0.0080 w0 =  -0.3728 Iteration 3505: Error Rate = 3.00%
Training weights: w5 =   0.0092 w4 =   0.0249 w3 =   0.0030 w2 =   0.0046 w1 =   0.0080 w0 =  -0.3729 Iteration 3506: Error Rate = 4.88%
Training weights: w5 =   0.0082 w4 =   0.0260 w3 =   0.0040 w2 =   0.0047 w1 =   0.0081 w0 =  -0.3729 Iteration 3507: Error Rate = 4.00%
Training weights: w5 =   0.0072 w4 =   0.0253 w3 =   0.0041 w2 =   0.0035 w1 =   0.0091 w0 =  -0.3730 Iteration 3508: Error Rate = 3.38%
Training weights: w5 =   0.0083 w4 =   0.0244 w3 =   0.0041 w2 =   0.0041 w1 =   0.0092 w0 =  -0.3731 Iteration 3509: Error Rate = 5.12%
Training weights: w5 =   0.0069 w4 =   0.0247 w3 =   0.0034 w2 =   0.0033 w1 =   0.0091 w0 =  -0.3732 Iteration 3510: Error Rate = 4.62%
Training weights: w5 =   0.0089 w4 =   0.0259 w3 =   0.0029 w2 =   0.0035 w1 =   0.0083 w0 =  -0.3732 Iteration 3511: Error Rate = 6.25%
Training weights: w5 =   0.0088 w4 =   0.0256 w3 =   0.0032 w2 =   0.0029 w1 =   0.0079 w0 =  -0.3733 Iteration 3512: Error Rate = 3.88%
Training weights: w5 =   0.0092 w4 =   0.0258 w3 =   0.0037 w2 =   0.0030 w1 =   0.0075 w0 =  -0.3734 Iteration 3513: Error Rate = 7.38%
Training weights: w5 =   0.0083 w4 =   0.0255 w3 =   0.0040 w2 =   0.0036 w1 =   0.0080 w0 =  -0.3735 Iteration 3514: Error Rate = 4.62%
Training weights: w5 =   0.0088 w4 =   0.0254 w3 =   0.0028 w2 =   0.0041 w1 =   0.0091 w0 =  -0.3735 Iteration 3515: Error Rate = 1.75%
Training weights: w5 =   0.0076 w4 =   0.0274 w3 =   0.0035 w2 =   0.0038 w1 =   0.0078 w0 =  -0.3735 Iteration 3516: Error Rate = 5.50%
Training weights: w5 =   0.0084 w4 =   0.0258 w3 =   0.0026 w2 =   0.0026 w1 =   0.0078 w0 =  -0.3737 Iteration 3517: Error Rate = 5.50%
Training weights: w5 =   0.0093 w4 =   0.0258 w3 =   0.0040 w2 =   0.0028 w1 =   0.0087 w0 =  -0.3737 Iteration 3518: Error Rate = 3.25%
Training weights: w5 =   0.0090 w4 =   0.0266 w3 =   0.0040 w2 =   0.0029 w1 =   0.0091 w0 =  -0.3737 Iteration 3519: Error Rate = 4.00%
Training weights: w5 =   0.0088 w4 =   0.0253 w3 =   0.0045 w2 =   0.0025 w1 =   0.0082 w0 =  -0.3739 Iteration 3520: Error Rate = 6.00%
Training weights: w5 =   0.0085 w4 =   0.0248 w3 =   0.0046 w2 =   0.0026 w1 =   0.0078 w0 =  -0.3740 Iteration 3521: Error Rate = 3.88%
Training weights: w5 =   0.0086 w4 =   0.0252 w3 =   0.0045 w2 =   0.0035 w1 =   0.0088 w0 =  -0.3740 Iteration 3522: Error Rate = 4.25%
Training weights: w5 =   0.0086 w4 =   0.0256 w3 =   0.0043 w2 =   0.0022 w1 =   0.0080 w0 =  -0.3741 Iteration 3523: Error Rate = 5.12%
Training weights: w5 =   0.0088 w4 =   0.0244 w3 =   0.0047 w2 =   0.0027 w1 =   0.0093 w0 =  -0.3742 Iteration 3524: Error Rate = 4.12%
Training weights: w5 =   0.0093 w4 =   0.0253 w3 =   0.0050 w2 =   0.0030 w1 =   0.0088 w0 =  -0.3742 Iteration 3525: Error Rate = 4.50%
Training weights: w5 =   0.0084 w4 =   0.0258 w3 =   0.0054 w2 =   0.0023 w1 =   0.0085 w0 =  -0.3743 Iteration 3526: Error Rate = 7.38%
Training weights: w5 =   0.0086 w4 =   0.0262 w3 =   0.0043 w2 =   0.0026 w1 =   0.0086 w0 =  -0.3743 Iteration 3527: Error Rate = 2.00%
Training weights: w5 =   0.0084 w4 =   0.0258 w3 =   0.0049 w2 =   0.0031 w1 =   0.0078 w0 =  -0.3744 Iteration 3528: Error Rate = 4.12%
Training weights: w5 =   0.0080 w4 =   0.0253 w3 =   0.0051 w2 =   0.0023 w1 =   0.0088 w0 =  -0.3745 Iteration 3529: Error Rate = 5.12%
Training weights: w5 =   0.0083 w4 =   0.0250 w3 =   0.0044 w2 =   0.0021 w1 =   0.0069 w0 =  -0.3746 Iteration 3530: Error Rate = 2.12%
Training weights: w5 =   0.0094 w4 =   0.0252 w3 =   0.0047 w2 =   0.0024 w1 =   0.0083 w0 =  -0.3746 Iteration 3531: Error Rate = 5.25%
Training weights: w5 =   0.0081 w4 =   0.0262 w3 =   0.0036 w2 =   0.0029 w1 =   0.0087 w0 =  -0.3746 Iteration 3532: Error Rate = 3.50%
Training weights: w5 =   0.0078 w4 =   0.0256 w3 =   0.0046 w2 =   0.0032 w1 =   0.0087 w0 =  -0.3747 Iteration 3533: Error Rate = 5.12%
Training weights: w5 =   0.0088 w4 =   0.0250 w3 =   0.0045 w2 =   0.0030 w1 =   0.0078 w0 =  -0.3748 Iteration 3534: Error Rate = 3.62%
Training weights: w5 =   0.0093 w4 =   0.0258 w3 =   0.0049 w2 =   0.0026 w1 =   0.0079 w0 =  -0.3748 Iteration 3535: Error Rate = 5.00%
Training weights: w5 =   0.0092 w4 =   0.0250 w3 =   0.0048 w2 =   0.0021 w1 =   0.0083 w0 =  -0.3749 Iteration 3536: Error Rate = 2.88%
Training weights: w5 =   0.0091 w4 =   0.0259 w3 =   0.0043 w2 =   0.0031 w1 =   0.0075 w0 =  -0.3749 Iteration 3537: Error Rate = 3.00%
Training weights: w5 =   0.0075 w4 =   0.0264 w3 =   0.0046 w2 =   0.0036 w1 =   0.0084 w0 =  -0.3749 Iteration 3538: Error Rate = 2.00%
Training weights: w5 =   0.0092 w4 =   0.0259 w3 =   0.0037 w2 =   0.0032 w1 =   0.0079 w0 =  -0.3750 Iteration 3539: Error Rate = 5.12%
Training weights: w5 =   0.0088 w4 =   0.0259 w3 =   0.0034 w2 =   0.0033 w1 =   0.0066 w0 =  -0.3751 Iteration 3540: Error Rate = 4.88%
Training weights: w5 =   0.0073 w4 =   0.0262 w3 =   0.0043 w2 =   0.0040 w1 =   0.0088 w0 =  -0.3751 Iteration 3541: Error Rate = 3.50%
Training weights: w5 =   0.0095 w4 =   0.0253 w3 =   0.0035 w2 =   0.0033 w1 =   0.0088 w0 =  -0.3752 Iteration 3542: Error Rate = 4.62%
Training weights: w5 =   0.0087 w4 =   0.0254 w3 =   0.0042 w2 =   0.0033 w1 =   0.0093 w0 =  -0.3753 Iteration 3543: Error Rate = 6.62%
Training weights: w5 =   0.0094 w4 =   0.0255 w3 =   0.0032 w2 =   0.0035 w1 =   0.0088 w0 =  -0.3754 Iteration 3544: Error Rate = 6.12%
Training weights: w5 =   0.0076 w4 =   0.0255 w3 =   0.0045 w2 =   0.0027 w1 =   0.0079 w0 =  -0.3755 Iteration 3545: Error Rate = 2.88%
Training weights: w5 =   0.0096 w4 =   0.0259 w3 =   0.0043 w2 =   0.0030 w1 =   0.0082 w0 =  -0.3755 Iteration 3546: Error Rate = 5.25%
Training weights: w5 =   0.0076 w4 =   0.0264 w3 =   0.0041 w2 =   0.0026 w1 =   0.0080 w0 =  -0.3756 Iteration 3547: Error Rate = 5.12%
Training weights: w5 =   0.0081 w4 =   0.0268 w3 =   0.0038 w2 =   0.0026 w1 =   0.0089 w0 =  -0.3756 Iteration 3548: Error Rate = 3.75%
Training weights: w5 =   0.0089 w4 =   0.0265 w3 =   0.0038 w2 =   0.0032 w1 =   0.0074 w0 =  -0.3757 Iteration 3549: Error Rate = 4.12%
Training weights: w5 =   0.0083 w4 =   0.0256 w3 =   0.0045 w2 =   0.0031 w1 =   0.0084 w0 =  -0.3758 Iteration 3550: Error Rate = 2.88%
Training weights: w5 =   0.0084 w4 =   0.0262 w3 =   0.0035 w2 =   0.0050 w1 =   0.0097 w0 =  -0.3758 Iteration 3551: Error Rate = 5.50%
Training weights: w5 =   0.0087 w4 =   0.0262 w3 =   0.0045 w2 =   0.0042 w1 =   0.0079 w0 =  -0.3759 Iteration 3552: Error Rate = 4.12%
Training weights: w5 =   0.0088 w4 =   0.0255 w3 =   0.0047 w2 =   0.0046 w1 =   0.0074 w0 =  -0.3760 Iteration 3553: Error Rate = 3.62%
Training weights: w5 =   0.0088 w4 =   0.0246 w3 =   0.0033 w2 =   0.0035 w1 =   0.0079 w0 =  -0.3762 Iteration 3554: Error Rate = 8.75%
Training weights: w5 =   0.0086 w4 =   0.0267 w3 =   0.0046 w2 =   0.0036 w1 =   0.0091 w0 =  -0.3761 Iteration 3555: Error Rate = 5.62%
Training weights: w5 =   0.0089 w4 =   0.0252 w3 =   0.0054 w2 =   0.0024 w1 =   0.0087 w0 =  -0.3763 Iteration 3556: Error Rate = 6.25%
Training weights: w5 =   0.0089 w4 =   0.0251 w3 =   0.0045 w2 =   0.0029 w1 =   0.0085 w0 =  -0.3764 Iteration 3557: Error Rate = 5.12%
Training weights: w5 =   0.0082 w4 =   0.0260 w3 =   0.0044 w2 =   0.0044 w1 =   0.0093 w0 =  -0.3764 Iteration 3558: Error Rate = 5.00%
Training weights: w5 =   0.0084 w4 =   0.0259 w3 =   0.0038 w2 =   0.0035 w1 =   0.0085 w0 =  -0.3765 Iteration 3559: Error Rate = 3.88%
Training weights: w5 =   0.0098 w4 =   0.0248 w3 =   0.0040 w2 =   0.0031 w1 =   0.0082 w0 =  -0.3766 Iteration 3560: Error Rate = 3.88%
Training weights: w5 =   0.0093 w4 =   0.0254 w3 =   0.0044 w2 =   0.0032 w1 =   0.0083 w0 =  -0.3766 Iteration 3561: Error Rate = 2.50%
Training weights: w5 =   0.0067 w4 =   0.0255 w3 =   0.0045 w2 =   0.0023 w1 =   0.0083 w0 =  -0.3767 Iteration 3562: Error Rate = 2.62%
Training weights: w5 =   0.0084 w4 =   0.0260 w3 =   0.0041 w2 =   0.0028 w1 =   0.0080 w0 =  -0.3767 Iteration 3563: Error Rate = 3.50%
Training weights: w5 =   0.0086 w4 =   0.0253 w3 =   0.0045 w2 =   0.0033 w1 =   0.0087 w0 =  -0.3768 Iteration 3564: Error Rate = 4.88%
Training weights: w5 =   0.0087 w4 =   0.0247 w3 =   0.0046 w2 =   0.0036 w1 =   0.0083 w0 =  -0.3769 Iteration 3565: Error Rate = 4.62%
Training weights: w5 =   0.0087 w4 =   0.0251 w3 =   0.0042 w2 =   0.0039 w1 =   0.0083 w0 =  -0.3769 Iteration 3566: Error Rate = 2.50%
Training weights: w5 =   0.0091 w4 =   0.0256 w3 =   0.0040 w2 =   0.0037 w1 =   0.0078 w0 =  -0.3769 Iteration 3567: Error Rate = 1.50%
Training weights: w5 =   0.0084 w4 =   0.0252 w3 =   0.0033 w2 =   0.0034 w1 =   0.0076 w0 =  -0.3770 Iteration 3568: Error Rate = 2.88%
Training weights: w5 =   0.0082 w4 =   0.0256 w3 =   0.0045 w2 =   0.0042 w1 =   0.0090 w0 =  -0.3770 Iteration 3569: Error Rate = 4.75%
Training weights: w5 =   0.0092 w4 =   0.0251 w3 =   0.0036 w2 =   0.0035 w1 =   0.0085 w0 =  -0.3771 Iteration 3570: Error Rate = 4.62%
Training weights: w5 =   0.0096 w4 =   0.0256 w3 =   0.0046 w2 =   0.0041 w1 =   0.0084 w0 =  -0.3771 Iteration 3571: Error Rate = 4.25%
Training weights: w5 =   0.0093 w4 =   0.0269 w3 =   0.0035 w2 =   0.0039 w1 =   0.0088 w0 =  -0.3771 Iteration 3572: Error Rate = 5.50%
Training weights: w5 =   0.0074 w4 =   0.0256 w3 =   0.0031 w2 =   0.0028 w1 =   0.0086 w0 =  -0.3773 Iteration 3573: Error Rate = 3.25%
Training weights: w5 =   0.0090 w4 =   0.0264 w3 =   0.0040 w2 =   0.0030 w1 =   0.0080 w0 =  -0.3773 Iteration 3574: Error Rate = 6.50%
Training weights: w5 =   0.0086 w4 =   0.0255 w3 =   0.0038 w2 =   0.0036 w1 =   0.0082 w0 =  -0.3774 Iteration 3575: Error Rate = 2.62%
Training weights: w5 =   0.0082 w4 =   0.0263 w3 =   0.0042 w2 =   0.0043 w1 =   0.0077 w0 =  -0.3774 Iteration 3576: Error Rate = 3.25%
Training weights: w5 =   0.0083 w4 =   0.0264 w3 =   0.0042 w2 =   0.0027 w1 =   0.0083 w0 =  -0.3775 Iteration 3577: Error Rate = 6.12%
Training weights: w5 =   0.0081 w4 =   0.0256 w3 =   0.0047 w2 =   0.0037 w1 =   0.0077 w0 =  -0.3776 Iteration 3578: Error Rate = 3.12%
Training weights: w5 =   0.0091 w4 =   0.0257 w3 =   0.0038 w2 =   0.0037 w1 =   0.0082 w0 =  -0.3776 Iteration 3579: Error Rate = 2.25%
Training weights: w5 =   0.0078 w4 =   0.0255 w3 =   0.0032 w2 =   0.0032 w1 =   0.0095 w0 =  -0.3777 Iteration 3580: Error Rate = 5.62%
Training weights: w5 =   0.0093 w4 =   0.0257 w3 =   0.0043 w2 =   0.0032 w1 =   0.0082 w0 =  -0.3777 Iteration 3581: Error Rate = 2.25%
Training weights: w5 =   0.0079 w4 =   0.0255 w3 =   0.0049 w2 =   0.0045 w1 =   0.0077 w0 =  -0.3778 Iteration 3582: Error Rate = 4.38%
Training weights: w5 =   0.0083 w4 =   0.0265 w3 =   0.0037 w2 =   0.0040 w1 =   0.0081 w0 =  -0.3778 Iteration 3583: Error Rate = 4.50%
Training weights: w5 =   0.0085 w4 =   0.0256 w3 =   0.0047 w2 =   0.0033 w1 =   0.0086 w0 =  -0.3779 Iteration 3584: Error Rate = 4.38%
Training weights: w5 =   0.0075 w4 =   0.0254 w3 =   0.0059 w2 =   0.0032 w1 =   0.0078 w0 =  -0.3780 Iteration 3585: Error Rate = 3.88%
Training weights: w5 =   0.0085 w4 =   0.0251 w3 =   0.0046 w2 =   0.0041 w1 =   0.0093 w0 =  -0.3780 Iteration 3586: Error Rate = 2.75%
Training weights: w5 =   0.0085 w4 =   0.0250 w3 =   0.0046 w2 =   0.0043 w1 =   0.0083 w0 =  -0.3781 Iteration 3587: Error Rate = 4.62%
Training weights: w5 =   0.0087 w4 =   0.0251 w3 =   0.0040 w2 =   0.0041 w1 =   0.0085 w0 =  -0.3781 Iteration 3588: Error Rate = 0.75%
Training weights: w5 =   0.0091 w4 =   0.0242 w3 =   0.0043 w2 =   0.0044 w1 =   0.0082 w0 =  -0.3782 Iteration 3589: Error Rate = 2.88%
Training weights: w5 =   0.0083 w4 =   0.0248 w3 =   0.0039 w2 =   0.0032 w1 =   0.0103 w0 =  -0.3782 Iteration 3590: Error Rate = 3.75%
Training weights: w5 =   0.0074 w4 =   0.0260 w3 =   0.0061 w2 =   0.0032 w1 =   0.0094 w0 =  -0.3782 Iteration 3591: Error Rate = 4.25%
Training weights: w5 =   0.0088 w4 =   0.0253 w3 =   0.0043 w2 =   0.0037 w1 =   0.0088 w0 =  -0.3783 Iteration 3592: Error Rate = 4.12%
